x:image,y:label,y'__0,y'__1
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_004033.png,1,4.870761e-05,0.99995124
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB07_P00A+060E-20.png,0,0.9734312,0.02656879
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB16_P00A+035E+15.png,0,0.9999666,3.3385742e-05
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB01_P00A+050E+00.png,0,0.99859935,0.0014006156
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB29_P00A+060E+20.png,0,0.9999573,4.2717642e-05
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB20_P00A+070E+45.png,0,0.9990395,0.00096053
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB10_P00A+025E+00.png,0,0.99971133,0.00028860755
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB19_P00A+000E+20.png,0,0.98353344,0.01646653
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB30_P00A+110E+15.png,0,0.9999354,6.455021e-05
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB01_P00A+035E-20.png,0,0.9961444,0.0038555097
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB04_P00A+070E+00.png,0,0.97725755,0.022742417
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_004754.png,1,6.3733154e-05,0.9999362
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_004101.png,1,0.00048341366,0.9995166
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_003782.png,1,1.2928402e-05,0.9999871
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_007948.png,1,0.0028870665,0.9971129
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_002132.png,1,1.3868855e-05,0.9999862
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB39_P00A+020E+10.png,0,0.99801314,0.0019868398
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_008526.png,1,0.6277889,0.37221113
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB10_P00A+070E+45.png,0,0.9999378,6.2188396e-05
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB05_P00A+005E-10.png,0,0.3688363,0.63116366
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_002182.png,1,0.0029359958,0.99706405
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_005358.png,1,4.78036e-07,0.9999995
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_000765.png,1,0.99367285,0.006327183
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_006086.png,1,0.96512425,0.034875784
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2009_000022.png,1,9.875072e-07,0.99999905
